,date,id,price,bedrooms,sqft_living,sqft_lot,waterfront,view,condition,zipcode,lat,long,renovated,basement,multilevel,bedrooms_bin,bathrooms_bin,grade_bin,age,month,yr_quarter
456,2015-03-05,1843100340,348000.0,3,2570,8491,0.0,0,4,98042,47.3759,-122.125,0,0,1,3,2-2.5,good,32,3,1
457,2014-11-04,8944290160,230000.0,3,1510,3413,0.0,0,3,98031,47.3912,-122.167,0,0,1,3,2-2.5,average,36,11,4
458,2014-12-09,4166600473,359500.0,4,2390,11250,0.0,0,3,98023,47.3305,-122.37100000000001,0,0,1,4,2-2.5,great,33,12,4
459,2014-11-12,7282300125,330000.0,3,980,7000,0.0,0,3,98133,47.7617,-122.35700000000001,0,0,0,3,0.5-1.75,below_average,68,11,4
460,2014-05-23,8658300340,80000.0,1,430,5050,0.0,0,2,98014,47.6499,-121.90899999999999,0,0,0,1-2,0.5-1.75,below_average,109,5,2
461,2014-12-01,2419600075,465000.0,3,1480,6360,0.0,0,3,98133,47.7311,-122.353,0,0,0,3,0.5-1.75,average,67,12,4
462,2014-10-15,2621760350,325000.0,4,1850,7324,0.0,0,3,98042,47.3701,-122.10700000000001,0,0,1,4,2-2.5,good,24,10,4
463,2015-01-07,1723049270,340500.0,3,2270,28025,0.0,0,4,98168,47.4857,-122.318,0,1,0,3,2-2.5,average,74,1,1
464,2015-01-06,4123840310,342500.0,3,1810,5192,0.0,0,3,98038,47.3724,-122.042,0,0,1,3,2-2.5,good,28,1,1
465,2014-06-23,2172000075,290900.0,2,1610,17600,0.0,0,3,98178,47.4855,-122.266,1,0,1,1-2,2-2.5,below_average,91,6,2
466,2015-02-13,8651611170,868700.0,3,3840,6161,0.0,0,3,98074,47.6336,-122.064,0,0,1,3,2.75_more,great,21,2,1
467,2014-11-13,8820902200,1200000.0,4,4110,8400,0.0,1,3,98125,47.717,-122.281,0,1,1,4,2.75_more,great,93,11,4
468,2014-10-14,8651610890,1150000.0,4,4190,10259,0.0,0,3,98074,47.6332,-122.066,0,1,1,4,2.75_more,great,21,10,4
469,2014-08-11,1853080570,859900.0,4,3390,6298,0.0,0,3,98074,47.5906,-122.06200000000001,0,0,1,4,2.75_more,great,10,8,3
470,2014-08-08,3629920030,520000.0,4,1890,3006,0.0,0,3,98029,47.5461,-121.99799999999999,0,0,1,4,2-2.5,average,18,8,3
471,2014-07-11,1604602050,460000.0,3,1610,2527,0.0,1,3,98118,47.5674,-122.29,0,1,1,3,2-2.5,great,16,7,3
472,2014-09-01,6844700810,438924.0,3,1050,4590,0.0,0,3,98115,47.6943,-122.29,0,1,0,3,0.5-1.75,average,72,9,3
473,2015-04-06,66000070,315000.0,2,630,6550,0.0,0,3,98126,47.5486,-122.38,0,0,0,1-2,0.5-1.75,below_average,103,4,2
474,2014-07-18,6665800030,590000.0,4,2910,10650,0.0,1,3,98033,47.6658,-122.18799999999999,0,1,0,4,2.75_more,good,46,7,3
475,2014-11-04,2205700350,378500.0,4,1700,8640,0.0,0,3,98006,47.5772,-122.15299999999999,0,1,0,4,0.5-1.75,average,66,11,4
476,2014-06-03,5466000030,328500.0,3,1950,8130,0.0,0,4,98042,47.3875,-122.161,0,0,1,3,2-2.5,great,31,6,2
477,2015-03-25,6189200125,849950.0,3,2990,9773,0.0,0,4,98005,47.6344,-122.17399999999999,0,0,1,3,2.75_more,good,48,3,1
478,2014-10-27,9169600135,525000.0,3,1350,6000,0.0,1,3,98136,47.5275,-122.391,0,1,0,3,0.5-1.75,average,71,10,4
479,2015-04-10,2625069070,1390000.0,4,4860,181319,0.0,0,3,98074,47.6179,-122.005,0,0,1,4,2.75_more,great,28,4,2
480,2015-04-28,8732131090,295000.0,4,2160,7725,0.0,0,4,98023,47.3078,-122.37799999999999,0,1,0,4,2-2.5,good,43,4,2
481,2014-07-11,9286000240,1070000.0,6,4860,11793,0.0,0,3,98006,47.5521,-122.137,0,1,1,5_more,2.75_more,great,23,7,3
482,2014-07-21,1895000260,207950.0,2,890,5000,0.0,0,3,98118,47.5158,-122.264,0,0,0,1-2,2-2.5,below_average,104,7,3
483,2014-12-16,8691370400,699900.0,4,2810,7302,0.0,0,3,98075,47.5985,-121.977,0,0,1,4,2.75_more,great,19,12,4
484,2015-02-10,5423010350,1280000.0,5,3400,9500,0.0,1,4,98027,47.5645,-122.08200000000001,0,0,1,5_more,2-2.5,good,44,2,1
485,2014-11-20,8562501040,452000.0,4,1580,7350,0.0,0,4,98052,47.6734,-122.154,0,1,0,4,0.5-1.75,average,58,11,4
486,2015-02-05,2475200140,370000.0,3,1680,5036,0.0,1,4,98055,47.4734,-122.186,0,0,0,3,2-2.5,average,34,2,1
487,2015-01-27,7942100310,232000.0,3,1300,11230,0.0,0,5,98042,47.3811,-122.087,0,0,0,3,0.5-1.75,average,53,1,1
488,2014-10-30,3760000030,669950.0,5,2820,14062,0.0,0,4,98034,47.7081,-122.215,0,1,1,5_more,2-2.5,average,61,10,4
489,2014-06-14,1727500340,397500.0,3,1510,6710,0.0,0,3,98034,47.7193,-122.21600000000001,0,1,0,3,2-2.5,average,49,6,2
490,2014-05-12,9828702519,490000.0,2,1230,1391,0.0,0,3,98112,47.6192,-122.301,0,1,1,1-2,2-2.5,good,17,5,2
491,2015-01-28,4432600075,725000.0,4,2110,4140,0.0,0,3,98116,47.5836,-122.387,1,1,1,4,2-2.5,great,96,1,1
492,2014-09-17,7806300030,299000.0,3,3080,19635,0.0,1,4,98032,47.3841,-122.28399999999999,0,1,0,3,2.75_more,average,63,9,3
493,2014-08-18,9274202270,625000.0,2,1490,5750,0.0,0,4,98116,47.5872,-122.39,0,1,1,1-2,0.5-1.75,average,121,8,3
494,2014-11-06,7852030960,437500.0,3,2120,4500,0.0,0,3,98065,47.5322,-121.88,0,0,1,3,2-2.5,average,21,11,4
495,2015-05-10,7852170140,650000.0,4,3180,5438,0.0,0,3,98065,47.5416,-121.86399999999999,0,0,1,4,2-2.5,great,18,5,2
496,2014-05-19,7518503335,475000.0,2,1490,3825,0.0,0,3,98117,47.6799,-122.381,0,1,0,1-2,0.5-1.75,average,92,5,2
497,2014-05-02,5467900070,342000.0,3,1930,11947,0.0,0,4,98042,47.3672,-122.15100000000001,0,0,0,3,2-2.5,good,55,5,2
498,2014-10-15,1245002952,1200000.0,4,2770,7800,0.0,0,3,98033,47.684,-122.205,0,0,1,4,2-2.5,great,22,10,4
499,2015-02-10,8906200070,280000.0,3,1670,11610,0.0,0,4,98055,47.4404,-122.191,0,0,0,3,0.5-1.75,average,58,2,1
500,2014-05-21,5379805885,240000.0,2,1330,7200,0.0,0,3,98188,47.4467,-122.281,0,0,0,1-2,0.5-1.75,average,28,5,2
501,2014-05-27,2769600560,529000.0,3,1210,3328,0.0,0,4,98107,47.6729,-122.363,0,0,1,3,0.5-1.75,average,97,5,2
502,2015-02-02,9238901420,442000.0,3,1190,5100,0.0,0,4,98136,47.5346,-122.385,0,1,0,3,0.5-1.75,average,80,2,1
503,2014-05-08,5113400431,615000.0,2,1540,6872,0.0,0,4,98119,47.6454,-122.37299999999999,0,0,0,1-2,0.5-1.75,average,75,5,2
504,2014-06-12,3885805665,1490000.0,4,4030,10800,0.0,0,3,98033,47.6821,-122.196,0,0,1,4,2.75_more,great,15,6,2
505,2015-05-05,8121200810,585000.0,4,2430,7559,0.0,0,4,98052,47.7206,-122.11,0,1,0,4,0.5-1.75,good,40,5,2
506,2015-03-05,5126310400,480000.0,4,2600,7787,0.0,0,3,98059,47.4877,-122.139,0,0,1,4,2-2.5,good,16,3,1
507,2014-07-21,7322910030,1100000.0,5,4410,57063,0.0,0,4,98053,47.6554,-122.01799999999999,0,0,1,5_more,2.75_more,great,31,7,3
508,2014-11-05,2827100070,290000.0,4,1330,8184,0.0,0,3,98133,47.7343,-122.34700000000001,0,0,1,4,0.5-1.75,average,72,11,4
509,2014-08-20,9276201895,615000.0,3,1900,5000,0.0,0,5,98116,47.5789,-122.39299999999999,0,1,0,3,0.5-1.75,average,70,8,3
510,2015-03-11,4402700070,300000.0,2,1100,7680,0.0,0,4,98133,47.7439,-122.339,0,0,0,1-2,0.5-1.75,average,71,3,1
511,2014-10-29,1922059046,308000.0,3,1980,39150,0.0,0,3,98030,47.3818,-122.225,0,1,1,3,0.5-1.75,below_average,89,10,4
512,2015-05-07,925059288,750000.0,3,2400,7745,0.0,0,3,98033,47.6734,-122.17299999999999,0,0,1,3,2-2.5,great,20,5,2
513,2014-11-14,4386700135,2250000.0,4,4760,8036,0.0,0,5,98112,47.6415,-122.285,0,1,1,4,2-2.5,great,105,11,4
514,2014-08-05,1923069078,890000.0,4,3180,194278,0.0,0,3,98059,47.4711,-122.084,0,0,1,4,2.75_more,great,16,8,3
515,2015-03-25,1432400335,288000.0,3,1190,7560,0.0,0,5,98058,47.452,-122.177,0,0,0,3,0.5-1.75,below_average,63,3,1
516,2014-09-06,1180003090,190000.0,2,630,6000,0.0,0,3,98178,47.4973,-122.221,1,0,0,1-2,0.5-1.75,below_average,78,9,3
517,2015-03-26,726049331,515000.0,5,2530,5105,0.0,0,3,98133,47.7546,-122.34100000000001,0,1,0,5_more,2.75_more,good,16,3,1
518,2014-11-05,3340401555,235000.0,4,1690,11054,0.0,0,4,98055,47.4667,-122.215,0,0,0,4,0.5-1.75,below_average,91,11,4
519,2014-08-18,7453000070,275000.0,2,940,5000,0.0,0,3,98126,47.5186,-122.374,0,0,0,1-2,0.5-1.75,below_average,70,8,3
520,2014-11-21,4348800030,727500.0,2,1240,9119,0.0,0,4,98004,47.6221,-122.193,0,0,0,1-2,2-2.5,average,69,11,4
521,2014-06-20,7202331420,650000.0,4,3040,6587,0.0,0,3,98053,47.683,-122.039,0,0,1,4,2-2.5,average,18,6,2
522,2014-06-18,3225079035,1600000.0,6,6050,230652,0.0,1,3,98024,47.6033,-121.943,0,0,1,5_more,2.75_more,great,20,6,2
523,2014-11-05,6381500700,365000.0,4,1590,7085,0.0,0,3,98125,47.7315,-122.305,0,0,1,4,0.5-1.75,below_average,77,11,4
524,2014-10-08,339500160,662000.0,3,2500,36947,0.0,0,3,98052,47.6917,-122.084,0,0,0,3,0.5-1.75,great,37,10,4
525,2015-04-29,1545807610,270500.0,3,1780,7848,0.0,0,3,98038,47.3608,-122.056,0,1,0,3,2-2.5,average,43,4,2
526,2015-05-05,1843200240,200000.0,2,1360,1898,0.0,0,3,98092,47.2852,-122.19,0,0,1,1-2,0.5-1.75,average,43,5,2
527,2015-02-24,4403600270,970000.0,4,4740,76230,0.0,0,3,98075,47.5931,-122.071,0,0,1,4,2.75_more,great,34,2,1
528,2014-06-24,2008200060,160000.0,3,1010,9600,0.0,0,4,98198,47.4097,-122.316,0,0,0,3,0.5-1.75,average,59,6,2
529,2015-02-18,1521069070,204000.0,3,1040,7405,0.0,0,4,98010,47.3105,-122.021,0,0,0,3,0.5-1.75,below_average,50,2,1
530,2015-02-18,2459500310,358000.0,3,1610,6655,0.0,0,4,98058,47.4296,-122.161,0,0,1,3,2-2.5,average,36,2,1
531,2015-05-01,6204420070,452000.0,4,1570,8268,0.0,0,3,98011,47.7373,-122.197,0,0,0,4,0.5-1.75,average,42,5,2
532,2014-12-04,5694500105,595000.0,2,1510,4000,0.0,0,4,98103,47.6582,-122.345,0,1,0,1-2,2-2.5,average,121,12,4
533,2015-04-10,5466410030,249000.0,3,1360,6082,0.0,0,3,98042,47.3577,-122.16,0,0,0,3,2-2.5,average,27,4,2
534,2015-03-10,9485740340,346900.0,4,1970,5106,0.0,0,3,98055,47.449,-122.205,0,0,1,4,2-2.5,good,22,3,1
535,2015-02-18,622049114,2130000.0,3,5403,24069,1.0,1,4,98166,47.4169,-122.348,0,0,1,3,2-2.5,great,45,2,1
536,2014-10-30,2270000070,280000.0,4,1560,4350,0.0,0,3,98056,47.5025,-122.186,0,0,1,4,2-2.5,average,18,10,4
537,2014-10-13,1310900260,318888.0,4,2320,12000,0.0,0,4,98032,47.3644,-122.28,0,1,0,4,0.5-1.75,good,48,10,4
538,2014-09-11,224069094,530000.0,3,2120,40518,0.0,0,3,98075,47.5896,-122.009,0,0,0,3,2-2.5,good,54,9,3
539,2014-11-21,7800800160,375000.0,3,2120,18500,0.0,0,4,98031,47.3914,-122.169,0,0,1,3,2-2.5,good,38,11,4
540,2015-04-22,2944000240,910000.0,4,3350,29242,0.0,0,3,98052,47.7197,-122.131,0,0,1,4,2-2.5,great,33,4,2
541,2014-05-23,4139400710,782000.0,4,2380,9614,0.0,0,4,98006,47.5623,-122.116,0,0,1,4,2-2.5,great,30,5,2
542,2015-03-19,7899800860,259950.0,2,1070,649,0.0,0,3,98106,47.5213,-122.35700000000001,0,1,1,1-2,2-2.5,great,13,3,1
543,2014-09-23,2473420140,315000.0,4,2300,18360,0.0,0,4,98058,47.4518,-122.16,0,1,0,4,2.75_more,average,42,9,3
544,2014-05-28,5000500055,215000.0,2,1320,8865,0.0,0,4,98168,47.4949,-122.3,0,0,0,1-2,0.5-1.75,below_average,78,5,2
545,2014-07-23,4099500935,705000.0,3,2180,10221,0.0,1,4,98040,47.5885,-122.24799999999999,0,1,0,3,0.5-1.75,average,75,7,3
546,2014-10-13,1373800295,1450000.0,3,4380,6320,0.0,1,5,98199,47.6452,-122.411,0,1,1,3,2.75_more,great,69,10,4
547,2015-05-08,4025300135,451000.0,3,1790,9813,0.0,0,3,98155,47.748999999999995,-122.305,0,0,1,3,0.5-1.75,average,72,5,2
548,2014-09-02,3294700310,261000.0,2,750,8125,0.0,0,4,98055,47.4727,-122.198,0,0,0,1-2,0.5-1.75,below_average,78,9,3
549,2014-11-17,8718500075,396000.0,3,1300,8280,0.0,0,5,98028,47.7403,-122.256,0,0,0,3,0.5-1.75,average,65,11,4
550,2014-07-22,4309710240,725000.0,4,2990,29170,0.0,1,3,98059,47.5146,-122.117,0,0,1,4,2-2.5,great,22,7,3
551,2014-06-20,5486800070,1950000.0,7,4640,15235,0.0,1,3,98040,47.5666,-122.23100000000001,1,1,1,5_more,2.75_more,great,56,6,2
552,2014-07-15,236400320,238000.0,4,1400,7242,0.0,0,3,98188,47.4339,-122.291,0,0,1,4,0.5-1.75,average,62,7,3
553,2015-04-27,4376700570,750000.0,6,2750,9563,0.0,0,4,98052,47.6368,-122.09700000000001,0,0,1,5_more,0.5-1.75,good,48,4,2
554,2014-10-27,8648100200,331500.0,4,2050,10271,0.0,0,3,98042,47.3628,-122.075,0,0,1,4,2-2.5,average,23,10,4
555,2014-10-28,3624079046,460000.0,4,2230,108900,0.0,0,3,98065,47.52,-121.845,0,1,0,4,2.75_more,average,43,10,4
556,2014-07-07,1921069084,404950.0,4,2340,217014,0.0,0,4,98092,47.2953,-122.083,0,0,0,4,2-2.5,good,39,7,3
557,2014-12-17,6431500140,880000.0,3,2870,5163,0.0,0,3,98103,47.6935,-122.352,0,0,1,3,2-2.5,great,7,12,4
558,2014-06-13,2725069050,863000.0,4,4120,22370,0.0,0,3,98074,47.6239,-122.023,0,0,1,4,2-2.5,great,24,6,2
559,2014-12-16,5307100060,638700.0,3,2080,9162,0.0,0,3,98005,47.5846,-122.16799999999999,0,1,0,3,0.5-1.75,average,61,12,4
560,2014-07-28,7203102050,435000.0,3,1840,5680,0.0,0,3,98053,47.6969,-122.02600000000001,0,0,1,3,2-2.5,average,13,7,3
561,2014-12-31,561000075,260000.0,3,1180,5350,0.0,0,4,98178,47.505,-122.259,0,0,1,3,0.5-1.75,below_average,62,12,4
562,2014-08-14,2436701180,671500.0,5,2160,4000,0.0,0,5,98105,47.667,-122.289,0,1,1,5_more,2.75_more,average,94,8,3
563,2014-10-22,809002765,610000.0,3,1180,3400,0.0,0,3,98109,47.6376,-122.353,0,0,1,3,0.5-1.75,good,114,10,4
564,2014-12-18,4045500710,405000.0,2,1160,15029,0.0,0,4,98014,47.6929,-121.87,0,1,0,1-2,0.5-1.75,below_average,84,12,4
565,2014-07-18,5104510270,338900.0,4,1830,5612,0.0,0,3,98038,47.3572,-122.015,0,0,1,4,2-2.5,average,18,7,3
566,2015-01-23,98020350,720000.0,4,3200,7708,0.0,0,3,98075,47.5816,-121.97,0,0,1,4,2.75_more,great,17,1,1
567,2015-04-24,1714900060,442000.0,5,2560,5445,0.0,0,4,98108,47.5502,-122.311,0,1,1,5_more,2.75_more,average,94,4,2
568,2014-06-03,1189000030,650000.0,5,2550,5040,0.0,0,5,98122,47.6136,-122.29899999999999,0,0,1,5_more,2.75_more,good,119,6,2
569,2015-01-02,2473360060,263500.0,3,1330,9917,0.0,0,3,98058,47.4478,-122.161,0,1,0,3,0.5-1.75,average,40,1,1
570,2014-12-17,222069082,300000.0,2,1220,75794,0.0,0,4,98038,47.4219,-122.007,0,0,0,1-2,0.5-1.75,average,58,12,4
571,2014-12-09,8669160310,266000.0,3,1805,3402,0.0,0,3,98002,47.3521,-122.212,0,0,1,3,2-2.5,average,12,12,4
572,2014-12-11,1526069135,930000.0,4,6050,84942,0.0,1,3,98077,47.7466,-122.029,0,1,1,4,2.75_more,great,12,12,4
573,2015-01-27,1088650310,530000.0,4,2320,5493,0.0,0,3,98028,47.7727,-122.229,0,0,1,4,2-2.5,good,17,1,1
574,2014-12-11,8945200860,180000.0,3,1384,8960,0.0,0,4,98023,47.3062,-122.37100000000001,0,0,0,3,0.5-1.75,below_average,56,12,4
575,2014-05-16,7853240200,619000.0,3,2720,6439,0.0,0,3,98065,47.5422,-121.86,0,0,1,3,2-2.5,great,16,5,2
576,2014-08-21,7511800070,264000.0,3,1820,10608,0.0,0,4,98003,47.3366,-122.306,0,0,0,3,0.5-1.75,average,59,8,3
577,2014-07-01,2998800125,730000.0,2,2130,4920,0.0,1,4,98116,47.573,-122.40899999999999,0,1,1,1-2,2-2.5,average,80,7,3
578,2014-10-22,3876300310,439000.0,4,2060,10070,0.0,0,3,98034,47.7258,-122.177,0,0,1,4,2-2.5,average,46,10,4
579,2014-11-17,5419800510,268500.0,4,1420,7500,0.0,0,4,98031,47.4025,-122.176,0,1,0,4,0.5-1.75,average,40,11,4
580,2014-07-15,192460060,330000.0,3,1510,15744,0.0,0,3,98045,47.476000000000006,-121.755,0,0,0,3,0.5-1.75,average,36,7,3
581,2014-08-19,7942601895,640000.0,3,2160,4000,0.0,0,3,98122,47.6045,-122.307,1,1,1,3,2-2.5,good,118,8,3
582,2014-07-08,7504010570,900000.0,3,3180,12600,0.0,0,4,98074,47.6366,-122.05799999999999,0,0,1,3,2-2.5,great,43,7,3
583,2014-09-30,1442740140,370000.0,3,2110,13300,0.0,0,4,98038,47.3725,-122.06,0,0,1,3,2-2.5,good,36,9,3
584,2015-03-14,6909200575,685000.0,3,2060,2900,0.0,0,5,98144,47.5897,-122.292,0,1,1,3,2-2.5,good,90,3,1
585,2014-09-04,2525069041,505000.0,3,1830,217800,0.0,0,3,98053,47.6277,-121.97200000000001,0,1,0,3,0.5-1.75,average,40,9,3
586,2014-10-21,3620069036,265000.0,3,1820,32666,0.0,0,4,98022,47.1803,-121.97399999999999,0,0,0,3,0.5-1.75,average,55,10,4
587,2015-03-24,2781280390,290000.0,3,1610,2937,0.0,0,3,98055,47.4489,-122.18799999999999,0,0,1,3,2-2.5,good,15,3,1
588,2014-09-02,9542830350,296000.0,4,1780,3600,0.0,0,3,98038,47.3665,-122.01700000000001,0,0,1,4,2-2.5,average,15,9,3
589,2015-02-13,1123049053,360000.0,4,1840,9611,0.0,0,3,98178,47.4964,-122.251,0,0,1,4,2-2.5,average,25,2,1
590,2014-06-04,8018600765,240500.0,3,1460,10584,0.0,0,3,98168,47.492,-122.31700000000001,0,1,0,3,0.5-1.75,average,24,6,2
591,2014-07-22,3278600240,372500.0,2,1400,2958,0.0,0,3,98126,47.5496,-122.37299999999999,0,0,1,1-2,2-2.5,good,14,7,3
592,2014-10-02,7846200070,595000.0,3,3370,14402,0.0,1,3,98045,47.5008,-121.77600000000001,0,0,1,3,2-2.5,great,17,10,4
593,2014-10-17,662310400,515000.0,4,3590,8249,0.0,0,3,98023,47.2846,-122.34100000000001,0,0,1,4,2.75_more,great,24,10,4
594,2014-08-05,8651100140,1220000.0,4,3200,15367,0.0,0,4,98040,47.5494,-122.21600000000001,0,0,1,4,2-2.5,great,59,8,3
595,2014-10-09,8682250350,507000.0,2,1670,6460,0.0,0,3,98053,47.7123,-122.027,0,0,0,1-2,0.5-1.75,good,17,10,4
596,2015-02-04,3211230260,399950.0,4,2420,31465,0.0,0,3,98092,47.3131,-122.115,0,0,0,4,2-2.5,great,37,2,1
597,2014-08-20,4233400340,185000.0,3,1430,10816,0.0,0,3,98010,47.3122,-121.99600000000001,0,0,1,3,0.5-1.75,average,27,8,3
598,2014-08-25,7199350340,460000.0,3,1440,7070,0.0,0,3,98052,47.6947,-122.125,0,0,0,3,0.5-1.75,average,41,8,3
599,2015-02-24,3904901710,435500.0,3,1450,4789,0.0,0,3,98029,47.5665,-122.01799999999999,0,0,1,3,2-2.5,average,36,2,1
600,2015-04-08,240000058,469000.0,4,3550,13938,0.0,0,5,98188,47.425,-122.28299999999999,0,1,0,4,2.75_more,good,55,4,2
601,2014-05-05,6865200444,531000.0,2,1270,1175,0.0,0,3,98103,47.6634,-122.34,0,1,1,1-2,2.75_more,good,21,5,2
602,2015-02-06,9498200046,443500.0,2,940,6804,0.0,0,3,98177,47.7047,-122.37299999999999,0,0,0,1-2,0.5-1.75,average,72,2,1
603,2014-11-26,1796380960,223000.0,3,1670,6824,0.0,0,3,98042,47.3666,-122.084,0,1,0,3,2-2.5,average,31,11,4
604,2015-04-17,5631500868,590000.0,4,3100,15842,0.0,0,3,98028,47.7466,-122.242,0,1,1,4,2.75_more,good,25,4,2
605,2014-12-09,3126049411,340000.0,2,1100,1760,0.0,0,3,98103,47.6972,-122.35,0,0,1,1-2,2-2.5,average,24,12,4
606,2014-11-05,2321300390,650000.0,3,1870,3388,0.0,0,4,98199,47.6372,-122.395,0,1,0,3,2-2.5,good,96,11,4
607,2014-09-25,3905040800,533600.0,3,1930,5080,0.0,0,4,98029,47.5694,-122.001,0,0,1,3,2-2.5,good,31,9,3
608,2014-06-10,4379400260,695000.0,3,2540,4694,0.0,0,3,98074,47.6214,-122.024,0,0,1,3,2.75_more,great,16,6,2
609,2014-06-17,5115000160,242000.0,3,1280,7524,0.0,0,4,98031,47.3961,-122.18799999999999,0,0,1,3,0.5-1.75,average,33,6,2
610,2015-01-14,2826049234,425000.0,3,1820,8814,0.0,0,3,98125,47.7162,-122.309,0,1,0,3,2-2.5,average,54,1,1
611,2015-05-06,6600700030,525000.0,3,1490,9414,0.0,0,3,98052,47.6844,-122.113,0,0,1,3,2-2.5,average,40,5,2
612,2014-09-22,3904930240,485000.0,3,1880,5502,0.0,0,3,98029,47.5737,-122.01799999999999,0,0,1,3,2-2.5,good,33,9,3
613,2015-01-13,9407110700,175000.0,3,1250,9775,0.0,0,3,98045,47.4474,-121.771,0,0,0,3,0.5-1.75,average,50,1,1
614,2014-06-19,1682500160,210000.0,3,1440,7210,0.0,0,3,98092,47.3128,-122.184,0,0,0,3,2-2.5,good,38,6,2
615,2015-04-15,8078570390,260000.0,3,1920,7415,0.0,0,3,98031,47.4022,-122.171,0,0,1,3,2-2.5,average,32,4,2
616,2014-06-23,3010300240,577000.0,3,2060,5750,0.0,0,3,98116,47.5671,-122.391,0,1,0,3,2-2.5,average,45,6,2
617,2014-10-21,9500900135,200000.0,3,1210,10588,0.0,0,4,98002,47.2876,-122.212,0,0,0,3,0.5-1.75,average,63,10,4
618,2015-02-25,461001615,605000.0,2,1760,5000,0.0,0,4,98117,47.681999999999995,-122.37200000000001,0,1,0,1-2,0.5-1.75,average,94,2,1
619,2014-05-21,6411600069,325000.0,3,990,6750,0.0,0,4,98133,47.7125,-122.331,0,0,0,3,0.5-1.75,below_average,74,5,2
620,2014-08-14,7812800565,289500.0,3,960,6400,0.0,0,4,98178,47.496,-122.23899999999999,0,1,0,3,0.5-1.75,below_average,77,8,3
621,2014-08-08,7548300731,559950.0,3,1660,1458,0.0,0,3,98144,47.5876,-122.309,0,0,1,3,2-2.5,great,7,8,3
622,2015-04-06,8925100390,1040000.0,3,1900,9375,0.0,1,4,98115,47.6821,-122.273,0,1,0,3,0.5-1.75,good,80,4,2
623,2014-10-09,7010700292,543500.0,3,1270,2790,0.0,0,3,98199,47.6581,-122.396,0,1,0,3,2-2.5,average,51,10,4
624,2014-05-22,9485951170,480000.0,4,3250,34293,0.0,0,4,98042,47.3496,-122.094,0,0,1,4,2-2.5,great,38,5,2
625,2014-05-23,5437820310,218000.0,3,960,9633,0.0,0,5,98022,47.1951,-122.001,0,0,0,3,0.5-1.75,below_average,39,5,2
626,2014-06-22,582000135,565000.0,2,1330,6000,0.0,0,4,98199,47.6539,-122.396,1,1,0,1-2,0.5-1.75,average,107,6,2
627,2014-12-12,3204800370,426700.0,3,2080,7700,0.0,0,5,98056,47.5375,-122.178,0,1,0,3,0.5-1.75,average,53,12,4
628,2014-09-12,8832900550,650000.0,3,2690,11575,0.0,1,3,98028,47.7605,-122.26700000000001,0,0,0,3,2-2.5,good,64,9,3
629,2014-09-24,9550204515,542000.0,2,890,3060,0.0,0,3,98105,47.6663,-122.32600000000001,0,1,0,1-2,0.5-1.75,average,111,9,3
630,2014-06-24,7199330390,415000.0,3,1070,8000,0.0,0,3,98052,47.6978,-122.13,0,0,0,3,0.5-1.75,average,44,6,2
631,2014-08-15,6131600060,214000.0,3,1200,8316,0.0,0,4,98002,47.3221,-122.215,0,0,0,3,0.5-1.75,below_average,68,8,3
632,2015-01-21,5379805460,245000.0,3,1360,8910,0.0,0,5,98188,47.4488,-122.275,0,0,1,3,0.5-1.75,average,72,1,1
633,2014-07-01,7212652180,314500.0,3,2050,13303,0.0,0,3,98003,47.2681,-122.31,0,0,0,3,2-2.5,good,28,7,3
634,2015-04-09,6379500640,1120000.0,3,3000,5750,0.0,0,5,98116,47.5821,-122.39,0,1,1,3,0.5-1.75,great,97,4,2
635,2015-03-03,4315700060,378000.0,2,1300,3850,0.0,0,3,98136,47.5395,-122.39,0,1,0,1-2,2-2.5,average,58,3,1
636,2014-07-28,3329500060,305000.0,4,2250,9091,0.0,0,3,98001,47.33600000000001,-122.26899999999999,0,1,0,4,2-2.5,average,39,7,3
637,2015-03-20,4140090320,595000.0,5,3740,6750,0.0,0,4,98028,47.7679,-122.26100000000001,0,1,0,5_more,2.75_more,good,43,3,1
638,2015-05-12,9385200045,729500.0,3,1660,1091,0.0,1,3,98116,47.5818,-122.402,0,1,1,3,2-2.5,great,6,5,2
639,2014-09-30,7852180340,430000.0,3,2360,6699,0.0,0,3,98065,47.5317,-121.853,0,0,1,3,2-2.5,average,18,9,3
640,2015-04-09,1545804340,240000.0,3,1760,6500,0.0,0,3,98038,47.3647,-122.05,0,0,0,3,0.5-1.75,average,34,4,2
641,2015-03-20,2490200320,545000.0,3,1680,6200,0.0,0,3,98136,47.5338,-122.384,0,0,1,3,0.5-1.75,average,105,3,1
642,2014-07-07,2218000335,530000.0,3,1320,2500,0.0,0,3,98105,47.6681,-122.305,0,1,0,3,0.5-1.75,average,103,7,3
643,2014-11-18,922049078,157000.0,1,870,26326,0.0,0,3,98198,47.4152,-122.3,0,0,0,1-2,0.5-1.75,below_average,82,11,4
644,2015-04-07,2586800270,425000.0,4,1260,7645,0.0,0,3,98146,47.5044,-122.35,0,0,1,4,0.5-1.75,below_average,96,4,2
645,2014-11-17,4338800370,220000.0,3,1000,6020,0.0,0,3,98166,47.4793,-122.346,0,0,0,3,0.5-1.75,below_average,77,11,4
646,2014-11-24,7214700350,521000.0,4,2020,36400,0.0,0,4,98077,47.7627,-122.07600000000001,0,1,0,4,0.5-1.75,good,45,11,4
